"","x"
"16248","CD4 Naive"
"16249","CD4 Memory"
"16250","CD4 Naive"
"16251","Naive B"
"16252","CD8 Effector_1"
"16253","CD4 Naive"
"16254","CD8 Effector_1"
"16255","CD14 Mono"
"16256","Naive B"
"16257","CD4 Memory"
"16258","CD4 Naive"
"16259","CD14 Mono"
"16260","CD14 Mono"
"16261","CD4 Naive"
"16262","CD8 Naive"
"16263","CD4 Naive"
"16264","CD14 Mono"
"16265","CD4 Naive"
"16266","CD8 Effector_1"
"16267","CD14 Mono"
"16268","CD8 Naive"
"16269","CD14 Mono"
"16270","Naive B"
"16271","CD8 Naive"
"16272","NK"
"16273","CD4 Naive"
"16274","MAIT"
"16275","Treg"
"16276","Naive B"
"16277","CD4 Naive"
"16278","CD4 Naive"
"16279","CD14 Mono"
"16280","gdT"
"16281","CD8 Effector_1"
"16282","CD4 Naive"
"16283","Naive B"
"16284","CD4 Memory"
"16285","CD4 Naive"
"16286","Memory B"
"16287","CD4 Naive"
"16288","CD4 Naive"
"16289","CD14 Mono"
"16290","CD14 Mono"
"16291","Prog_DC"
"16292","CD4 Memory"
"16293","NK"
"16294","CD8 Memory_2"
"16295","CD8 Naive"
"16296","CD8 Naive"
"16297","MAIT"
"16298","CD14 Mono"
"16299","pDC"
"16300","CD4 Naive"
"16301","CD8 Naive"
"16302","CD4 Memory"
"16303","CD4 Memory"
"16304","Prog_RBC"
"16305","CD8 Memory_1"
"16306","CD4 Naive"
"16307","CD14 Mono"
"16308","CD8 Naive"
"16309","CD14 Mono"
"16310","CD14 Mono"
"16311","CD8 Naive"
"16312","CD4 Memory"
"16313","gdT"
"16314","CD4 Naive"
"16315","CD4 Naive"
"16316","HSC"
"16317","CD14 Mono"
"16318","CD56 bright NK"
"16319","CD8 Naive"
"16320","CD4 Naive"
"16321","pDC"
"16322","CD14 Mono"
"16323","CD8 Memory_2"
"16324","GMP"
"16325","LMPP"
"16326","GMP"
"16327","CD4 Naive"
"16328","CD4 Memory"
"16329","CD4 Memory"
"16330","CD8 Naive"
"16331","CD8 Naive"
"16332","CD4 Memory"
"16333","CD4 Memory"
"16334","CD4 Memory"
"16335","Memory B"
"16336","GMP"
"16337","NK"
"16338","Memory B"
"16339","CD4 Naive"
"16340","CD14 Mono"
"16341","GMP"
"16342","CD14 Mono"
"16343","CD4 Memory"
"16344","CD56 bright NK"
"16345","Naive B"
"16346","Naive B"
"16347","CD8 Naive"
"16348","CD4 Naive"
"16349","CD4 Naive"
"16350","Naive B"
"16351","CD4 Naive"
"16352","CD4 Memory"
"16353","cDC2"
"16354","CD8 Memory_2"
"16355","CD4 Memory"
"16356","Memory B"
"16357","CD14 Mono"
"16358","CD14 Mono"
"16359","Prog_Mk"
"16360","Naive B"
"16361","CD8 Naive"
"16362","CD8 Memory_2"
"16363","CD14 Mono"
"16364","LMPP"
"16365","CD8 Naive"
"16366","Memory B"
"16367","Naive B"
"16368","CD8 Naive"
"16369","CD4 Naive"
"16370","CD4 Memory"
"16371","pDC"
"16372","CD4 Memory"
"16373","CD8 Naive"
"16374","CD8 Naive"
"16375","Prog_Mk"
"16376","CD4 Memory"
"16377","CD8 Naive"
"16378","Prog_RBC"
"16379","CD4 Naive"
"16380","CD8 Memory_2"
"16381","cDC2"
"16382","CD4 Memory"
"16383","CD8 Naive"
"16384","Memory B"
"16385","CD4 Naive"
"16386","CD14 Mono"
"16387","CD4 Memory"
"16388","CD14 Mono"
"16389","CD8 Effector_2"
"16390","CD14 Mono"
"16391","CD14 Mono"
"16392","NK"
"16393","CD4 Memory"
"16394","CD4 Naive"
"16395","CD14 Mono"
"16396","CD4 Memory"
"16397","CD14 Mono"
"16398","Naive B"
"16399","Memory B"
"16400","CD8 Naive"
"16401","CD4 Naive"
"16402","Naive B"
"16403","gdT"
"16404","Treg"
"16405","CD4 Naive"
"16406","CD14 Mono"
"16407","CD14 Mono"
"16408","CD14 Mono"
"16409","Plasmablast"
"16410","CD14 Mono"
"16411","CD4 Naive"
"16412","Naive B"
"16413","CD4 Naive"
"16414","cDC2"
"16415","Naive B"
"16416","GMP"
"16417","GMP"
"16418","CD14 Mono"
"16419","HSC"
"16420","NK"
"16421","CD4 Memory"
"16422","Prog_RBC"
"16423","CD14 Mono"
"16424","LMPP"
"16425","MAIT"
"16426","CD4 Naive"
"16427","CD14 Mono"
"16428","Prog_RBC"
"16429","Prog_RBC"
"16430","GMP"
"16431","CD14 Mono"
"16432","cDC2"
"16433","Prog_B 2"
"16434","CD14 Mono"
"16435","pDC"
"16436","CD14 Mono"
"16437","Naive B"
"16438","CD8 Naive"
"16439","CD4 Memory"
"16440","CD8 Naive"
"16441","CD8 Naive"
"16442","CD4 Memory"
"16443","cDC2"
"16444","CD14 Mono"
"16445","pDC"
"16446","CD8 Naive"
"16447","Naive B"
"16448","CD8 Naive"
"16449","CD4 Naive"
"16450","Prog_RBC"
"16451","CD4 Memory"
"16452","CD4 Naive"
"16453","Prog_RBC"
"16454","Prog_Mk"
"16455","CD4 Naive"
"16456","CD4 Memory"
"16457","GMP"
"16458","Memory B"
"16459","CD4 Memory"
"16460","CD4 Naive"
"16461","CD4 Naive"
"16462","CD4 Memory"
"16463","Naive B"
"16464","CD14 Mono"
"16465","CD4 Naive"
"16466","CD14 Mono"
"16467","CD8 Naive"
"16468","CD14 Mono"
"16469","CD14 Mono"
"16470","CD16 Mono"
"16471","CD4 Memory"
"16472","Naive B"
"16473","CD8 Naive"
"16474","CD8 Memory_2"
"16475","CD14 Mono"
"16476","CD4 Naive"
"16477","Naive B"
"16478","Prog_RBC"
"16479","CD8 Naive"
"16480","Prog_RBC"
"16481","CD4 Naive"
"16482","CD14 Mono"
"16483","CD14 Mono"
"16484","CD4 Memory"
"16485","CD8 Naive"
"16486","Memory B"
"16487","Naive B"
"16488","CD8 Naive"
"16489","Naive B"
"16490","CD14 Mono"
"16491","CD8 Naive"
"16492","CD4 Naive"
"16493","CD4 Naive"
"16494","NK"
"16495","Memory B"
"16496","CD8 Naive"
"16497","CD8 Naive"
"16498","NK"
"16499","Prog_B 2"
"16500","CD4 Naive"
"16501","NK"
"16502","CD8 Effector_1"
"16503","gdT"
"16504","CD4 Naive"
"16505","Naive B"
"16506","CD4 Memory"
"16507","CD8 Naive"
"16508","CD4 Memory"
"16509","CD4 Memory"
"16510","Prog_RBC"
"16511","CD8 Naive"
"16512","LMPP"
"16513","CD8 Naive"
"16514","GMP"
"16515","CD8 Naive"
"16516","NK"
"16517","CD8 Naive"
"16518","Naive B"
"16519","CD4 Naive"
"16520","Prog_RBC"
"16521","CD4 Memory"
"16522","CD8 Naive"
"16523","CD14 Mono"
"16524","GMP"
"16525","CD4 Memory"
"16526","CD14 Mono"
"16527","CD4 Naive"
"16528","NK"
"16529","CD4 Memory"
"16530","CD4 Naive"
"16531","CD8 Naive"
"16532","Naive B"
"16533","CD4 Naive"
"16534","CD14 Mono"
"16535","Prog_RBC"
"16536","CD4 Memory"
"16537","pDC"
"16538","CD14 Mono"
"16539","CD14 Mono"
"16540","CD4 Memory"
"16541","Naive B"
"16542","CD4 Naive"
"16543","NK"
"16544","CD4 Naive"
"16545","CD8 Naive"
"16546","CD4 Memory"
"16547","CD14 Mono"
"16548","Prog_RBC"
"16549","Prog_B 2"
"16550","CD4 Memory"
"16551","CD14 Mono"
"16552","CD8 Naive"
"16553","CD8 Memory_1"
"16554","CD14 Mono"
"16555","CD4 Naive"
"16556","CD14 Mono"
"16557","Prog_DC"
"16558","CD4 Memory"
"16559","CD4 Naive"
"16560","CD8 Naive"
"16561","CD8 Naive"
"16562","CD4 Memory"
"16563","CD4 Naive"
"16564","CD14 Mono"
"16565","MAIT"
"16566","gdT"
"16567","CD4 Naive"
"16568","CD14 Mono"
"16569","HSC"
"16570","CD4 Naive"
"16571","CD14 Mono"
"16572","CD4 Memory"
"16573","CD4 Memory"
"16574","CD4 Naive"
"16575","Memory B"
"16576","CD14 Mono"
"16577","CD4 Memory"
"16578","CD4 Naive"
"16579","CD4 Naive"
"16580","CD4 Memory"
"16581","CD4 Naive"
"16582","CD4 Memory"
"16583","CD8 Effector_1"
"16584","CD4 Naive"
"16585","CD4 Naive"
"16586","CD14 Mono"
"16587","CD4 Naive"
"16588","CD4 Naive"
"16589","CD14 Mono"
"16590","CD8 Naive"
"16591","CD8 Naive"
"16592","CD4 Naive"
"16593","CD4 Naive"
"16594","CD16 Mono"
"16595","CD4 Memory"
"16596","CD14 Mono"
"16597","Naive B"
"16598","Treg"
"16599","CD4 Memory"
"16600","CD4 Naive"
"16601","NK"
"16602","CD14 Mono"
"16603","CD4 Naive"
"16604","Naive B"
"16605","CD4 Naive"
"16606","CD8 Effector_1"
"16607","CD14 Mono"
"16608","CD4 Naive"
"16609","CD4 Memory"
"16610","CD14 Mono"
"16611","Treg"
"16612","Naive B"
"16613","CD8 Naive"
"16614","CD8 Naive"
"16615","CD14 Mono"
"16616","Memory B"
"16617","CD8 Memory_2"
"16618","NK"
"16619","Naive B"
"16620","CD14 Mono"
"16621","CD8 Naive"
"16622","CD8 Naive"
"16623","CD4 Naive"
"16624","Memory B"
"16625","NK"
"16626","CD8 Naive"
"16627","CD14 Mono"
"16628","Prog_Mk"
"16629","CD16 Mono"
"16630","CD4 Naive"
"16631","CD14 Mono"
"16632","LMPP"
"16633","cDC2"
"16634","CD4 Memory"
"16635","CD14 Mono"
"16636","CD8 Naive"
"16637","CD16 Mono"
"16638","CD4 Naive"
"16639","CD4 Memory"
"16640","CD8 Memory_2"
"16641","CD8 Naive"
"16642","CD14 Mono"
"16643","CD8 Effector_1"
"16644","CD4 Memory"
"16645","CD14 Mono"
"16646","CD14 Mono"
"16647","CD14 Mono"
"16648","CD14 Mono"
"16649","CD4 Naive"
"16650","CD14 Mono"
"16651","CD8 Naive"
"16652","CD14 Mono"
"16653","CD4 Memory"
"16654","CD4 Naive"
"16655","CD14 Mono"
"16656","Naive B"
"16657","pDC"
"16658","CD8 Naive"
"16659","Naive B"
"16660","CD8 Naive"
"16661","CD8 Naive"
"16662","Memory B"
"16663","CD8 Naive"
"16664","Naive B"
"16665","Naive B"
"16666","CD4 Naive"
"16667","CD8 Naive"
"16668","LMPP"
"16669","CD8 Naive"
"16670","CD14 Mono"
"16671","pDC"
"16672","CD14 Mono"
"16673","CD4 Memory"
"16674","CD4 Memory"
"16675","CD14 Mono"
"16676","CD14 Mono"
"16677","CD14 Mono"
"16678","CD14 Mono"
"16679","GMP"
"16680","CD4 Memory"
"16681","CD4 Naive"
"16682","CD4 Memory"
"16683","CD4 Memory"
"16684","CD14 Mono"
"16685","Naive B"
"16686","CD14 Mono"
"16687","CD8 Naive"
"16688","CD14 Mono"
"16689","CD4 Memory"
"16690","Memory B"
"16691","CD8 Naive"
"16692","CD8 Memory_1"
"16693","CD4 Naive"
"16694","CD4 Memory"
"16695","LMPP"
"16696","CD4 Memory"
"16697","Memory B"
"16698","CD4 Naive"
"16699","CD8 Naive"
"16700","gdT"
"16701","CD4 Naive"
"16702","CD4 Memory"
"16703","Prog_DC"
"16704","Prog_RBC"
"16705","CD4 Memory"
"16706","CD4 Memory"
"16707","CD4 Naive"
"16708","Prog_B 2"
"16709","CD4 Naive"
"16710","pDC"
"16711","Prog_B 1"
"16712","CD4 Memory"
"16713","CD14 Mono"
"16714","Naive B"
"16715","CD8 Naive"
"16716","Naive B"
"16717","NK"
"16718","CD4 Naive"
"16719","CD8 Naive"
"16720","CD4 Memory"
"16721","CD8 Naive"
"16722","CD4 Naive"
"16723","NK"
"16724","MAIT"
"16725","CD4 Memory"
"16726","CD4 Memory"
"16727","CD14 Mono"
"16728","CD4 Memory"
"16729","CD4 Naive"
"16730","CD4 Memory"
"16731","MAIT"
"16732","CD14 Mono"
"16733","CD8 Naive"
"16734","Memory B"
"16735","Naive B"
"16736","CD8 Memory_2"
"16737","CD4 Naive"
"16738","Memory B"
"16739","CD4 Naive"
"16740","CD14 Mono"
"16741","CD8 Naive"
"16742","LMPP"
"16743","CD4 Memory"
"16744","CD4 Memory"
"16745","CD4 Naive"
"16746","Naive B"
"16747","CD8 Naive"
"16748","Naive B"
"16749","CD14 Mono"
"16750","CD4 Naive"
"16751","CD14 Mono"
"16752","CD14 Mono"
"16753","Memory B"
"16754","CD4 Naive"
"16755","CD14 Mono"
"16756","CD16 Mono"
"16757","CD14 Mono"
"16758","CD4 Naive"
"16759","CD4 Memory"
"16760","CD4 Memory"
"16761","CD4 Naive"
"16762","CD14 Mono"
"16763","Prog_DC"
"16764","CD14 Mono"
"16765","Memory B"
"16766","CD4 Naive"
"16767","CD4 Memory"
"16768","Prog_RBC"
"16769","HSC"
"16770","CD4 Memory"
"16771","CD4 Memory"
"16772","Plasmablast"
"16773","CD14 Mono"
"16774","CD8 Memory_2"
"16775","Naive B"
"16776","Naive B"
"16777","CD8 Naive"
"16778","CD8 Naive"
"16779","Naive B"
"16780","CD14 Mono"
"16781","GMP"
"16782","NK"
"16783","CD56 bright NK"
"16784","CD4 Memory"
"16785","CD14 Mono"
"16786","CD14 Mono"
"16787","NK"
"16788","CD4 Naive"
"16789","CD4 Memory"
"16790","Memory B"
"16791","CD4 Memory"
"16792","CD14 Mono"
"16793","CD14 Mono"
"16794","GMP"
"16795","CD14 Mono"
"16796","CD14 Mono"
"16797","pDC"
"16798","NK"
"16799","CD4 Naive"
"16800","CD4 Memory"
"16801","CD4 Memory"
"16802","CD8 Naive"
"16803","CD14 Mono"
"16804","CD4 Naive"
"16805","CD8 Naive"
"16806","Naive B"
"16807","CD8 Naive"
"16808","CD14 Mono"
"16809","cDC2"
"16810","NK"
"16811","Naive B"
"16812","CD14 Mono"
"16813","CD14 Mono"
"16814","Prog_RBC"
"16815","MAIT"
"16816","CD14 Mono"
"16817","CD14 Mono"
"16818","CD14 Mono"
"16819","cDC2"
"16820","CD14 Mono"
"16821","CD14 Mono"
"16822","CD14 Mono"
"16823","CD14 Mono"
"16824","CD8 Naive"
"16825","CD4 Memory"
"16826","CD4 Memory"
"16827","CD8 Naive"
"16828","CD8 Memory_1"
"16829","CD8 Naive"
"16830","CD4 Naive"
"16831","CD14 Mono"
"16832","CD4 Naive"
"16833","CD4 Memory"
"16834","Naive B"
"16835","CD8 Naive"
"16836","CD8 Naive"
"16837","Plasmablast"
"16838","Prog_RBC"
"16839","CD4 Naive"
"16840","CD4 Memory"
"16841","CD4 Memory"
"16842","CD4 Naive"
"16843","Memory B"
"16844","CD14 Mono"
"16845","CD14 Mono"
"16846","CD8 Naive"
"16847","Memory B"
"16848","CD4 Naive"
"16849","CD4 Naive"
"16850","CD4 Memory"
"16851","CD14 Mono"
"16852","Prog_RBC"
"16853","CD4 Naive"
"16854","Prog_RBC"
"16855","CD4 Memory"
"16856","CD14 Mono"
"16857","CD14 Mono"
"16858","CD16 Mono"
"16859","CD4 Naive"
"16860","CD4 Naive"
"16861","NK"
"16862","MAIT"
"16863","CD8 Naive"
"16864","GMP"
"16865","CD8 Naive"
"16866","CD4 Memory"
"16867","Naive B"
"16868","Prog_RBC"
"16869","CD14 Mono"
"16870","pDC"
"16871","CD8 Effector_1"
"16872","CD14 Mono"
"16873","LMPP"
"16874","CD14 Mono"
"16875","CD14 Mono"
"16876","CD14 Mono"
"16877","CD14 Mono"
"16878","CD14 Mono"
"16879","CD14 Mono"
"16880","CD4 Naive"
"16881","CD8 Effector_2"
"16882","NK"
"16883","CD4 Memory"
"16884","CD8 Naive"
"16885","CD4 Memory"
"16886","CD4 Naive"
"16887","CD4 Naive"
"16888","MAIT"
"16889","NK"
"16890","CD4 Naive"
"16891","CD4 Naive"
"16892","CD8 Naive"
"16893","Memory B"
"16894","CD4 Memory"
"16895","NK"
"16896","MAIT"
"16897","Memory B"
"16898","CD8 Naive"
"16899","Prog_RBC"
"16900","NK"
"16901","CD16 Mono"
"16902","Naive B"
"16903","CD8 Memory_2"
"16904","NK"
"16905","CD8 Memory_2"
"16906","CD4 Naive"
"16907","CD8 Naive"
"16908","NK"
"16909","CD4 Naive"
"16910","Treg"
"16911","Naive B"
"16912","CD4 Naive"
"16913","CD8 Memory_2"
"16914","CD8 Memory_1"
"16915","CD4 Memory"
"16916","LMPP"
"16917","CD4 Naive"
"16918","Memory B"
"16919","CD4 Naive"
"16920","CD8 Naive"
"16921","CD14 Mono"
"16922","CD8 Naive"
"16923","CD4 Naive"
"16924","CD8 Naive"
"16925","CD14 Mono"
"16926","CD14 Mono"
"16927","CD4 Naive"
"16928","CD14 Mono"
"16929","NK"
"16930","CD4 Naive"
"16931","CD14 Mono"
"16932","Prog_RBC"
"16933","Memory B"
"16934","Memory B"
"16935","gdT"
"16936","CD8 Naive"
"16937","Naive B"
"16938","Memory B"
"16939","Memory B"
"16940","Memory B"
"16941","CD14 Mono"
"16942","CD14 Mono"
"16943","cDC2"
"16944","CD4 Memory"
"16945","CD4 Memory"
"16946","CD4 Memory"
"16947","LMPP"
"16948","gdT"
"16949","CD4 Memory"
"16950","NK"
"16951","CD14 Mono"
"16952","CD4 Memory"
"16953","CD14 Mono"
"16954","CD4 Memory"
"16955","CD8 Naive"
"16956","gdT"
"16957","CD8 Naive"
"16958","CD8 Naive"
"16959","CD14 Mono"
"16960","CD8 Effector_2"
"16961","Naive B"
"16962","CD4 Memory"
"16963","CD8 Naive"
"16964","CD4 Naive"
"16965","CD4 Naive"
"16966","Naive B"
"16967","CD4 Memory"
"16968","CD14 Mono"
"16969","Prog_B 1"
"16970","Naive B"
"16971","CD8 Effector_1"
"16972","CD14 Mono"
"16973","LMPP"
"16974","CD14 Mono"
"16975","gdT"
"16976","CD8 Effector_1"
"16977","gdT"
"16978","CD4 Naive"
"16979","NK"
"16980","CD4 Naive"
"16981","HSC"
"16982","CD4 Naive"
"16983","CD14 Mono"
"16984","CD8 Effector_2"
"16985","Plasmablast"
"16986","CD4 Naive"
"16987","cDC2"
"16988","CD8 Naive"
"16989","CD8 Naive"
"16990","Memory B"
"16991","MAIT"
"16992","CD14 Mono"
"16993","CD16 Mono"
"16994","CD4 Memory"
"16995","cDC2"
"16996","Memory B"
"16997","Naive B"
"16998","cDC2"
"16999","CD8 Memory_1"
"17000","CD8 Naive"
"17001","CD14 Mono"
"17002","gdT"
"17003","CD14 Mono"
"17004","CD4 Naive"
"17005","Memory B"
"17006","CD14 Mono"
"17007","CD14 Mono"
"17008","NK"
"17009","CD4 Naive"
"17010","CD14 Mono"
"17011","CD14 Mono"
"17012","CD8 Naive"
"17013","cDC2"
"17014","GMP"
"17015","CD8 Naive"
"17016","CD4 Naive"
"17017","CD4 Naive"
"17018","CD4 Naive"
"17019","CD4 Naive"
"17020","CD8 Memory_2"
"17021","CD4 Naive"
"17022","HSC"
"17023","CD14 Mono"
"17024","pDC"
"17025","CD8 Naive"
"17026","CD4 Memory"
"17027","CD4 Naive"
"17028","CD4 Memory"
"17029","CD4 Memory"
"17030","CD4 Naive"
"17031","CD8 Effector_1"
"17032","cDC2"
"17033","CD4 Memory"
"17034","Prog_RBC"
"17035","Prog_DC"
"17036","CD4 Naive"
"17037","LMPP"
"17038","pDC"
"17039","Memory B"
"17040","CD8 Memory_2"
"17041","CD14 Mono"
"17042","Naive B"
"17043","CD14 Mono"
"17044","LMPP"
"17045","CD8 Naive"
"17046","CD8 Naive"
"17047","CD14 Mono"
"17048","HSC"
"17049","CD14 Mono"
"17050","Plasmablast"
"17051","CD4 Naive"
"17052","CD8 Naive"
"17053","CD14 Mono"
"17054","CD4 Naive"
"17055","CD4 Naive"
"17056","Naive B"
"17057","CD14 Mono"
"17058","CD14 Mono"
"17059","CD14 Mono"
"17060","CD14 Mono"
"17061","CD4 Memory"
"17062","CD4 Naive"
"17063","CD14 Mono"
"17064","CD4 Naive"
"17065","Naive B"
"17066","CD4 Naive"
"17067","CD4 Naive"
"17068","NK"
"17069","CD8 Naive"
"17070","CD4 Naive"
"17071","Memory B"
"17072","CD14 Mono"
"17073","GMP"
"17074","CD14 Mono"
"17075","CD8 Naive"
"17076","CD8 Memory_2"
"17077","CD4 Naive"
"17078","CD8 Memory_2"
"17079","CD8 Memory_1"
"17080","NK"
"17081","CD4 Memory"
"17082","cDC2"
"17083","CD4 Naive"
"17084","CD8 Naive"
"17085","CD8 Naive"
"17086","CD8 Naive"
"17087","CD14 Mono"
"17088","CD4 Naive"
"17089","CD56 bright NK"
"17090","CD14 Mono"
"17091","CD14 Mono"
"17092","Memory B"
"17093","CD4 Naive"
"17094","Naive B"
"17095","Naive B"
"17096","CD4 Naive"
"17097","CD14 Mono"
"17098","NK"
"17099","CD8 Naive"
"17100","Memory B"
"17101","CD4 Naive"
"17102","CD4 Naive"
"17103","CD8 Naive"
"17104","HSC"
"17105","NK"
"17106","CD14 Mono"
"17107","CD14 Mono"
"17108","CD8 Naive"
"17109","CD14 Mono"
"17110","NK"
"17111","Memory B"
"17112","CD14 Mono"
"17113","CD4 Naive"
"17114","Prog_RBC"
"17115","CD14 Mono"
"17116","CD4 Naive"
"17117","NK"
"17118","CD4 Naive"
"17119","cDC2"
"17120","NK"
"17121","CD8 Naive"
"17122","CD8 Naive"
"17123","CD4 Memory"
"17124","Naive B"
"17125","CD4 Naive"
"17126","CD4 Naive"
"17127","CD14 Mono"
"17128","CD4 Memory"
"17129","NK"
"17130","CD8 Effector_1"
"17131","CD14 Mono"
"17132","CD4 Naive"
"17133","CD8 Naive"
"17134","CD4 Naive"
"17135","CD8 Memory_2"
"17136","NK"
"17137","cDC2"
"17138","CD14 Mono"
"17139","HSC"
"17140","CD4 Memory"
"17141","CD8 Memory_2"
"17142","NK"
"17143","Memory B"
"17144","CD8 Naive"
"17145","Naive B"
"17146","CD14 Mono"
"17147","CD4 Naive"
"17148","CD4 Memory"
"17149","CD4 Naive"
"17150","CD8 Naive"
"17151","CD14 Mono"
"17152","CD14 Mono"
"17153","CD8 Naive"
"17154","Memory B"
"17155","CD4 Naive"
"17156","CD4 Memory"
"17157","Prog_RBC"
"17158","CD8 Naive"
"17159","CD4 Memory"
"17160","pDC"
"17161","Prog_RBC"
"17162","Prog_RBC"
"17163","CD4 Memory"
"17164","CD14 Mono"
"17165","MAIT"
"17166","Prog_RBC"
"17167","MAIT"
"17168","CD8 Effector_1"
"17169","Naive B"
"17170","Prog_RBC"
"17171","CD8 Naive"
"17172","CD4 Memory"
"17173","CD14 Mono"
"17174","CD8 Naive"
"17175","CD14 Mono"
"17176","Memory B"
"17177","CD4 Memory"
"17178","CD8 Naive"
"17179","CD8 Naive"
"17180","CD4 Naive"
"17181","Prog_B 2"
"17182","CD14 Mono"
"17183","GMP"
"17184","CD4 Naive"
"17185","CD4 Naive"
"17186","CD14 Mono"
"17187","CD8 Naive"
"17188","cDC2"
"17189","CD8 Naive"
"17190","CD4 Naive"
"17191","CD14 Mono"
"17192","CD4 Memory"
"17193","CD4 Naive"
"17194","Naive B"
"17195","NK"
"17196","CD16 Mono"
"17197","Prog_DC"
"17198","CD14 Mono"
"17199","CD14 Mono"
"17200","CD14 Mono"
"17201","CD8 Naive"
"17202","CD14 Mono"
"17203","CD4 Memory"
"17204","NK"
"17205","gdT"
"17206","CD8 Memory_2"
"17207","CD4 Memory"
"17208","CD14 Mono"
"17209","Treg"
"17210","CD4 Memory"
"17211","GMP"
"17212","LMPP"
"17213","HSC"
"17214","Naive B"
"17215","CD4 Naive"
"17216","CD14 Mono"
"17217","CD8 Naive"
"17218","CD14 Mono"
"17219","CD8 Naive"
"17220","CD4 Naive"
"17221","CD14 Mono"
"17222","CD4 Memory"
"17223","CD8 Naive"
"17224","Naive B"
"17225","gdT"
"17226","CD14 Mono"
"17227","CD14 Mono"
"17228","CD14 Mono"
"17229","Prog_RBC"
"17230","CD4 Naive"
"17231","Memory B"
"17232","CD8 Naive"
"17233","CD14 Mono"
"17234","CD8 Naive"
"17235","CD14 Mono"
"17236","GMP"
"17237","CD16 Mono"
"17238","CD14 Mono"
"17239","CD4 Naive"
"17240","CD14 Mono"
"17241","CD4 Naive"
"17242","CD14 Mono"
"17243","CD8 Naive"
"17244","Naive B"
"17245","Prog_RBC"
"17246","CD4 Memory"
"17247","CD4 Naive"
"17248","NK"
"17249","CD14 Mono"
"17250","GMP"
"17251","CD8 Effector_1"
"17252","CD8 Naive"
"17253","CD8 Memory_1"
"17254","CD4 Naive"
"17255","CD14 Mono"
"17256","CD4 Naive"
"17257","CD4 Memory"
"17258","Naive B"
"17259","CD14 Mono"
"17260","CD8 Memory_2"
"17261","pDC"
"17262","NK"
"17263","CD4 Naive"
"17264","CD8 Naive"
"17265","CD8 Effector_1"
"17266","Plasmablast"
"17267","CD14 Mono"
"17268","CD14 Mono"
"17269","CD4 Naive"
"17270","CD14 Mono"
"17271","CD14 Mono"
"17272","CD8 Naive"
"17273","CD8 Memory_2"
"17274","NK"
"17275","GMP"
"17276","CD4 Naive"
"17277","CD14 Mono"
"17278","GMP"
"17279","NK"
"17280","CD4 Naive"
"17281","CD4 Memory"
"17282","CD8 Memory_2"
"17283","MAIT"
"17284","Naive B"
"17285","CD8 Naive"
"17286","CD8 Memory_2"
"17287","Prog_DC"
"17288","Plasmablast"
"17289","Naive B"
"17290","Naive B"
"17291","Treg"
"17292","CD14 Mono"
"17293","CD14 Mono"
"17294","NK"
"17295","Memory B"
"17296","NK"
"17297","CD14 Mono"
"17298","CD4 Naive"
"17299","gdT"
"17300","CD8 Naive"
"17301","CD4 Naive"
"17302","CD4 Naive"
"17303","gdT"
"17304","CD14 Mono"
"17305","CD8 Naive"
"17306","CD14 Mono"
"17307","CD4 Memory"
"17308","CD4 Memory"
"17309","CD14 Mono"
"17310","CD16 Mono"
"17311","CD8 Memory_1"
"17312","CD4 Memory"
"17313","CD56 bright NK"
"17314","CD8 Naive"
"17315","NK"
"17316","CD14 Mono"
"17317","CD4 Naive"
"17318","Prog_DC"
"17319","Naive B"
"17320","CD4 Naive"
"17321","CD14 Mono"
"17322","CD4 Naive"
"17323","Prog_RBC"
"17324","HSC"
"17325","pDC"
"17326","CD4 Memory"
"17327","CD14 Mono"
"17328","CD4 Naive"
"17329","CD4 Memory"
"17330","CD14 Mono"
"17331","CD14 Mono"
"17332","CD8 Memory_2"
"17333","CD4 Memory"
"17334","CD56 bright NK"
"17335","Treg"
"17336","CD14 Mono"
"17337","HSC"
"17338","CD14 Mono"
"17339","CD14 Mono"
"17340","CD14 Mono"
"17341","CD4 Memory"
"17342","CD8 Memory_1"
"17343","Prog_RBC"
"17344","CD8 Naive"
"17345","CD14 Mono"
"17346","CD4 Memory"
"17347","CD8 Naive"
"17348","CD4 Naive"
"17349","CD8 Memory_1"
"17350","NK"
"17351","CD8 Memory_1"
"17352","CD14 Mono"
"17353","GMP"
"17354","CD4 Memory"
"17355","CD4 Memory"
"17356","cDC2"
"17357","NK"
"17358","CD14 Mono"
"17359","CD4 Naive"
"17360","CD4 Naive"
"17361","CD14 Mono"
"17362","CD8 Naive"
"17363","CD14 Mono"
"17364","CD8 Memory_2"
"17365","CD14 Mono"
"17366","CD4 Naive"
"17367","CD8 Effector_2"
"17368","CD14 Mono"
"17369","NK"
"17370","Treg"
"17371","Naive B"
"17372","CD4 Memory"
"17373","CD14 Mono"
"17374","CD8 Naive"
"17375","CD14 Mono"
"17376","NK"
"17377","CD8 Naive"
"17378","CD4 Memory"
"17379","CD4 Memory"
"17380","CD4 Naive"
"17381","CD4 Naive"
"17382","Prog_DC"
"17383","CD8 Naive"
"17384","CD4 Naive"
"17385","CD8 Naive"
"17386","CD8 Memory_2"
"17387","CD14 Mono"
"17388","Prog_RBC"
"17389","Naive B"
"17390","MAIT"
"17391","CD4 Naive"
"17392","CD8 Naive"
"17393","CD8 Memory_2"
"17394","CD4 Naive"
"17395","CD4 Memory"
"17396","CD4 Memory"
"17397","CD8 Naive"
