"","dim1","dim2"
"cd14.monocytes1563",193.30852208605,-25.1029057917064
"cd14.monocytes162",162.151684875735,-46.9509010082188
"cd14.monocytes1823",170.930872282256,-37.170739747613
"cd14.monocytes1922",170.957523443156,-35.0963608599038
"cd14.monocytes61",177.470262890171,-25.239329617021
"cd14.monocytes1977",176.936854768655,23.1796769447249
"cd14.monocytes943",177.849050489524,-27.674650790189
"cd14.monocytes74",189.166709466621,-15.5550326087066
"cd14.monocytes2439",163.468460890002,-32.0666587222299
"cd14.monocytes2148",177.849349928082,-25.9396815181778
"cd14.monocytes486",181.880582712185,-35.0162635018442
"cd14.monocytes1069",184.480827903435,-15.9659470673857
"cd14.monocytes976",204.11434465855,-4.50145304216128
"cd14.monocytes650",182.217736090176,-26.1111749898351
"cd14.monocytes1894",174.62369486094,-37.3899771076084
"cd14.monocytes1744",191.75761892913,-18.4469010414908
"cd14.monocytes756",196.298357779742,-12.5713210776459
"cd14.monocytes2333",192.581233723519,-18.6616276534433
"cd14.monocytes2220",179.946729010404,-41.3850335961014
"cd14.monocytes2438",187.105875328497,-31.5977065892652
"cd14.monocytes91",182.658605962047,-32.8919509176186
"cd14.monocytes2612",176.294480522959,-21.127367704955
"cd14.monocytes2341",171.045367648846,1.00665246725896
"cd14.monocytes856",189.206328041857,-25.9831385153027
"cd14.monocytes765",168.028192366857,-30.9099970096144
"cd14.monocytes1443",195.931079457151,-27.4865269007968
"cd14.monocytes355",185.087564078674,-20.5944426657317
"cd14.monocytes1359",188.631468366979,-38.9190199567583
"cd14.monocytes1381",188.263670104,0.943684124100417
"cd14.monocytes847",174.286077464607,-30.7149947770072
"cd14.monocytes1244",177.374149822294,-40.8882062836028
"cd14.monocytes25",176.540435987238,-28.3374361930535
"cd14.monocytes1123",186.974614869857,-21.229819067688
"cd14.monocytes1006",182.06336119667,-40.4617416281853
"cd14.monocytes925",189.124832498123,-31.7769788805503
"cd14.monocytes306",187.86301655301,-19.303914364922
"cd14.monocytes1547",182.065383791371,-19.9521687037425
"cd14.monocytes1320",184.48042193063,-39.3736980429095
"cd14.monocytes1511",178.725534282827,-10.2496701988507
"cd14.monocytes517",165.645474794685,5.68833049756767
"cd14.monocytes2514",166.93719077273,-47.0533883609854
"cd14.monocytes1164",180.530520235016,-17.9844215990573
"cd14.monocytes2518",183.089145721462,-24.8288789295087
"cd14.monocytes589",179.538556461922,-21.1927187856393
"cd14.monocytes927",183.135984765097,-16.9509738240719
"cd14.monocytes876",179.687470407883,-40.0946920983474
"cd14.monocytes1407",189.58853987188,-36.8482357941097
"cd14.monocytes904",161.314223342332,18.0667277849906
"cd14.monocytes1508",199.803091943779,-15.2370166278874
"cd14.monocytes2325",168.521542295289,-21.6817690826995
"cd14.monocytes1121",179.912435148552,-12.8144511712304
"cd14.monocytes1953",178.420893169641,-25.4070003722524
"cd14.monocytes2197",179.260841511236,-30.7789415751084
"cd14.monocytes1044",163.449609571622,-36.6177131762269
"cd14.monocytes1452",168.084972853008,-39.4726985171874
"cd14.monocytes282",205.359799835386,-10.9067510323422
"cd14.monocytes1484",182.663323679798,-25.8208967373319
"cd14.monocytes2176",167.948694928758,-39.2132505805768
"cd14.monocytes1406",169.317079331441,-33.4793197842101
"cd14.monocytes193",174.605739579523,-36.444340103687
"cd14.monocytes595",197.08263766578,-23.2727568301581
"cd14.monocytes302",189.956147530198,-16.0673850697637
"cd14.monocytes2447",171.674563943178,-34.3177327454615
"cd14.monocytes558",168.057579577842,-26.1556272526882
"cd14.monocytes955",170.108326762953,-45.3630976358863
"cd14.monocytes421",184.791760131192,-29.9753046872265
"cd14.monocytes123",192.858974529326,-29.1524639156921
"cd14.monocytes466",184.517847504566,-27.3090662203774
"cd14.monocytes247",174.209283728336,-16.3414419330701
"cd14.monocytes2289",185.312001897532,-33.6897875910359
"cd14.monocytes461",176.199442308112,-33.0310244565498
"cd14.monocytes1162",172.374479061379,-47.4238577925646
"cd14.monocytes2055",165.90892362685,26.315544345728
"cd14.monocytes602",195.326094769613,-12.7642510887517
"cd14.monocytes1604",196.293715254508,-11.7096241130021
"cd14.monocytes1899",189.407773521243,0.22733620971981
"cd14.monocytes726",166.002182125154,16.8802198330971
"cd14.monocytes1465",179.32871290168,-12.1671661827562
"cd14.monocytes69",183.48524070049,-27.8215992243198
"cd14.monocytes2554",180.842963786092,-4.80184079325516
"cd14.monocytes1219",198.067812941516,-20.9332101931276
"cd14.monocytes727",184.60445238295,-28.3941737195046
"cd14.monocytes1167",182.383270594259,-32.7532354002493
"cd14.monocytes1777",215.064102806584,-14.0358916232566
"cd14.monocytes6",170.978047887726,-26.9776559742837
"cd14.monocytes2460",180.604189187201,-26.5673401450671
"cd14.monocytes777",182.712607414695,-28.2382144362072
"cd14.monocytes2379",184.136402793731,-17.5701890354953
"cd14.monocytes1679",187.05072641992,-18.3391524010666
"cd14.monocytes2014",189.30998904273,-31.5354665933503
"cd14.monocytes331",152.592161146939,2.51636665019376
"cd14.monocytes1246",171.198915644466,-35.798031497812
"cd14.monocytes457",197.148851025619,-13.0761753348573
"cd14.monocytes107",190.305330722945,-35.6361788012575
"cd14.monocytes2194",168.476977116542,-41.9007793204827
"cd14.monocytes585",181.160449605481,-27.6170103350495
"cd14.monocytes999",171.021789234984,-22.2827291802633
"cd14.monocytes1042",194.500390865836,-22.6047916707315
"cd14.monocytes2348",171.017542232751,-29.2966805523247
"cd14.monocytes1727",180.441595884157,-36.2748030275443
"cd14.monocytes2064",193.253448494324,-34.1802555863459
"cd14.monocytes1314",182.499023715582,-14.7115665523474
"cd14.monocytes1567",184.327183005269,-17.955291442881
"cd14.monocytes1312",190.126741270482,-24.9426443913741
"cd14.monocytes1702",178.101887564822,-41.3860132579666
"cd14.monocytes2422",180.554314712355,-13.9591916549771
"cd14.monocytes1294",157.285768563912,-40.5447806046171
"cd14.monocytes1629",163.198534699532,-41.7543622729679
"cd14.monocytes1259",182.036833390903,-36.6350460164948
"cd14.monocytes974",183.380584501053,-41.3007517698618
"cd14.monocytes59",193.759191847953,-35.7942364582457
"cd14.monocytes835",158.174800006036,7.78570746536201
"cd14.monocytes2231",189.169485133535,-14.8896176792215
"cd14.monocytes1343",154.675886229672,17.9238800018804
"cd14.monocytes2541",181.65654861207,-26.9168781731332
"cd14.monocytes519",176.853454798501,-24.651715669102
"cd14.monocytes1037",188.955544782901,-15.7298273860046
"cd14.monocytes2279",186.821966326155,-14.4760594005794
"cd14.monocytes1119",188.892732543959,-21.7874659682401
"cd14.monocytes964",197.749056574924,-24.010566142077
"cd14.monocytes1989",198.733175076057,-35.3338868436281
"cd14.monocytes743",186.809518250675,-27.5347840940349
"cd14.monocytes1329",161.776587827452,-33.079994413432
"cd14.monocytes476",88.5809040210929,-58.0484231822535
"cd14.monocytes1815",168.698946213229,-20.8309211956371
"cd14.monocytes2051",156.491949326811,38.1593971436495
"cd14.monocytes889",186.727942282327,-15.6035622501739
"cd14.monocytes251",164.630109235411,-50.3678825082366
"cd14.monocytes2523",183.005215500774,-33.3492245335229
"cd14.monocytes793",147.744343817705,2.87227294005357
"cd14.monocytes1448",190.196671571305,-47.2048296512256
"cd14.monocytes1543",181.579590946179,-22.658064896615
"cd14.monocytes1830",182.272713668184,-28.5826711468447
"cd14.monocytes1132",186.563617222138,-17.4381608038491
"cd14.monocytes1425",171.368918413228,-40.1946758048555
"cd14.monocytes1482",189.827070512822,-17.119768543043
"cd14.monocytes1410",159.61279490144,-41.9420357600955
"cd14.monocytes233",185.312581605137,-35.1880335658182
"cd14.monocytes1765",189.87221682993,-25.8209092511264
"cd14.monocytes824",182.514874457729,-25.8951299982564
"cd14.monocytes1032",167.228275890997,-39.4228562156941
"cd14.monocytes110",172.480697932324,-21.78303805749
"cd14.monocytes417",154.960748660998,-63.6437651398293
"cd14.monocytes493",177.11836875395,-23.3124767903933
"cd14.monocytes1790",167.971815649645,-52.6307786046337
"cd14.monocytes2155",182.478544365879,-31.3744971440353
"cd14.monocytes610",197.533988517034,-12.0492977035553
"cd14.monocytes1477",179.986238004407,-26.925614964382
"cd14.monocytes2027",170.105434352831,-29.0681221609136
"cd14.monocytes2508",179.908728016798,-49.7457422281814
"cd14.monocytes2208",182.772605554311,-16.3931504531063
"cd14.monocytes431",187.853897249796,-27.571762524203
"cd14.monocytes2058",188.417936864648,-14.95007766816
"cd14.monocytes710",182.66491005035,-24.7387529313998
"cd14.monocytes939",182.072946370712,-30.896280556993
"cd14.monocytes380",190.351991376084,-10.2432650972576
"cd14.monocytes627",170.736699725722,-30.8646271121507
"cd14.monocytes1279",189.533979933019,-28.0895979381973
"cd14.monocytes881",179.574448118117,-22.8839095904337
"cd14.monocytes1906",208.609015030497,-20.2129208347321
"cd14.monocytes342",186.199147255036,-36.1404673083678
"cd14.monocytes1512",194.403394465463,-30.7941296386132
"cd14.monocytes2571",188.847978076968,-16.9105398324585
"cd14.monocytes657",172.664761478334,-40.0836975450206
"cd14.monocytes1493",183.139095552247,-13.7357379059749
"cd14.monocytes1735",175.767896687408,-24.2042240206132
"cd14.monocytes1363",197.564508970786,-13.9069407969217
"cd14.monocytes1590",173.498071466737,-42.9139876282069
"cd14.monocytes1620",186.854568671181,-39.8688644914371
"cd14.monocytes1954",172.304306135414,-52.851610291063
"cd14.monocytes224",192.213780489254,-41.6428476492458
"cd14.monocytes804",180.292238764205,-26.8232100867672
"cd14.monocytes31",183.257184693997,-36.6483442257349
"cd14.monocytes291",194.10576474814,-32.9987009984775
"cd14.monocytes468",183.715779005328,-45.5255636862099
"cd14.monocytes1135",174.048275856847,3.18947598428336
"cd14.monocytes1328",178.356206849737,-38.6470533819585
"cd14.monocytes1506",175.501585151202,-13.2519060865592
"cd14.monocytes562",168.050490311122,-36.6881484647862
"cd14.monocytes2286",177.55543995859,-23.8553231012806
"cd14.monocytes1900",159.726790550084,23.9866193802478
"cd14.monocytes1147",182.833841726368,-19.9900305271867
"cd14.monocytes2204",189.397291047612,-30.872155861979
"cd14.monocytes2610",192.212575110739,-6.73736648975311
"cd14.monocytes682",193.687651663179,-13.478446798923
"cd14.monocytes2476",182.249223798823,-28.7350860914447
"cd14.monocytes1446",172.120740294366,-37.5921203299271
"cd14.monocytes2385",184.254193409089,-23.6517382260343
"cd14.monocytes2141",173.710166650112,-34.5429553311695
"cd14.monocytes2202",173.366426376756,-34.2992449045168
"cd14.monocytes2102",191.045555842651,-29.8250207393658
"cd14.monocytes987",185.117407101048,-27.4649490788325
"cd14.monocytes642",179.117230503756,-40.5147690114821
"cd14.monocytes1086",177.171074722521,3.79637271051117
"cd14.monocytes591",198.120081605804,-12.4269021515016
"cd14.monocytes1187",198.713018717994,-22.6195785055643
"cd14.monocytes689",173.720721029186,-34.2348435036392
"cd14.monocytes1315",181.534058013864,-18.8186692071896
"cd14.monocytes1052",198.807802253982,-15.7920486892824
"cd14.monocytes690",179.561865667232,-34.8357179394318
"cd14.monocytes2491",172.987179374129,-34.6461356997367
"cd14.monocytes1282",184.176219723824,-23.219173162297
"cd14.monocytes1866",189.755041069,-24.7201539919277
"cd14.monocytes586",201.930572752454,-23.3439630146829
"cd14.monocytes203",182.978453208803,-42.589496508632
"cd14.monocytes329",188.424895034866,-4.40884801414151
"cd14.monocytes1655",184.818582159544,-15.0368042269677
"cd14.monocytes1897",176.38372029891,-60.472936115839
"cd14.monocytes1150",177.974600923092,-36.7751860321141
"cd14.monocytes1787",180.240006903375,-20.1409124988955
"cd14.monocytes249",180.795416682242,-13.4848757916501
"cd14.monocytes684",156.38664988724,26.23876613329
"cd14.monocytes565",184.357149866576,-42.9972685865262
"cd14.monocytes2153",159.9482784071,-56.3887191517213
"cd14.monocytes579",180.238444518841,-19.4373163029514
"cd14.monocytes1015",66.9179754345874,112.512394725141
"cd14.monocytes1734",172.377679828978,-8.25835214115583
"cd14.monocytes929",184.997826452847,-24.0008003652936
"cd14.monocytes2010",174.810339524931,-13.5877125245133
"cd14.monocytes407",173.860636387771,-27.7511877902032
"cd14.monocytes2411",184.194631949706,-19.9212907297952
"cd14.monocytes1171",177.938948964745,-31.307042402487
"cd14.monocytes1007",173.201723996067,-40.0684202368848
"cd14.monocytes1064",179.024603353976,-45.9952958697713
"cd14.monocytes2251",177.473923720276,-45.8782096380807
"cd14.monocytes1257",207.134520436651,-22.3231680349874
"cd14.monocytes2558",180.485754967764,-33.5574384481194
"cd14.monocytes1601",179.165403276644,-38.610109815695
"cd14.monocytes1442",190.724594832317,-1.04255113775752
"cd14.monocytes1947",191.004449037775,-32.2718671530353
"cd14.monocytes1741",193.104813469241,-25.2722273642374
"cd14.monocytes1495",182.678957512971,-40.7096664288069
"cd14.monocytes2321",176.306433802685,-2.5305483124692
"cd14.monocytes1995",182.647773504746,-39.5416175968143
"cd14.monocytes1333",183.02440489889,-26.6565546875387
"cd14.monocytes2034",189.697272484832,-12.0109357030916
"cd14.monocytes1331",189.855339960463,-13.330586739414
"cd14.monocytes5",182.988073329117,-28.5685563249233
"cd14.monocytes2175",179.089264265864,-19.8500334653
"cd14.monocytes850",184.244506025998,-16.9605749576749
"cd14.monocytes1631",182.389775672476,-33.9648200750649
"cd14.monocytes1695",194.69942443571,-23.0258032598667
"cd14.monocytes2578",60.3517192364419,100.678370603718
"cd14.monocytes311",181.396073852776,-33.527880112674
"cd14.monocytes2121",179.676495157097,-33.3910235389508
"cd14.monocytes399",176.611264498944,-12.3983274999526
"cd14.monocytes1157",179.207054625537,-35.8706360995473
"cd14.monocytes1436",187.641632373234,-30.2566768251388
"cd14.monocytes1163",169.862298167096,-48.3521309595071
"cd14.monocytes778",174.478385029737,-29.0713827142935
"cd14.monocytes1020",186.058683909058,-33.2688666086105
"cd14.monocytes99",174.198374672287,-22.5783291777173
"cd14.monocytes1757",198.602144395821,20.8933978455241
"cd14.monocytes1927",173.846441048402,-31.7205272631739
"cd14.monocytes408",181.457685393082,-29.4470171483822
"cd14.monocytes472",179.263359010299,-30.6304009760868
"cd14.monocytes582",148.552081478987,-3.83925841103356
"cd14.monocytes1530",190.01683529616,-29.2564348187088
"cd14.monocytes1861",181.152135670455,-26.6594664734467
"cd14.monocytes1551",199.706309666563,-6.04663731584265
"cd14.monocytes1957",172.369740939209,-22.9867303174859
"cd14.monocytes2198",177.046530447421,-32.8000040700082
"cd14.monocytes609",183.914321919569,-5.66942444925275
"cd14.monocytes1356",188.878659446349,-30.4145554723182
"cd14.monocytes2065",174.834687545802,-43.0252916837892
"cd14.monocytes1752",185.398912226167,-19.4684722181961
"cd14.monocytes604",167.923872737349,-40.3752293276308
"cd14.monocytes2045",192.943831493784,-12.2271447870993
"cd14.monocytes2522",179.805280326688,-44.2913123059388
"cd14.monocytes801",183.257770959999,-17.1658057943764
"cd14.monocytes2386",190.77347547145,-34.368955410886
"cd14.monocytes115",185.712157984423,-32.7785942752886
"cd14.monocytes1759",178.495136215159,-31.3923860456372
"cd14.monocytes1301",167.005841273469,-41.9421630188827
"cd14.monocytes1519",172.557950700069,5.84572735576317
"cd14.monocytes2119",191.818937521532,-3.49315005862074
"cd14.monocytes2237",170.314811210191,-35.1612684732617
"cd14.monocytes187",190.532880493578,-30.768985790196
"cd14.monocytes1237",174.203973358717,-51.4693248189699
"cd14.monocytes1968",173.897555555403,-33.0613481053792
"cd14.monocytes2326",147.076082557376,15.2644921662441
"cd14.monocytes1109",197.208434058505,-29.7481414427638
"cd14.monocytes2381",184.490312667153,-15.5559938373373
"cd14.monocytes1256",170.394756359349,-19.7300977229001
"cd14.monocytes936",197.211629650756,-13.5928323151517
"cd14.monocytes845",178.92331340062,-26.654225485335
"cd14.monocytes1233",166.90996840843,-37.8599612533073
"cd14.monocytes1974",185.121531328158,-27.2101803685837
"cd14.monocytes2319",167.220602211183,-39.6573037036958
"cd14.monocytes2421",171.019317075987,-28.8176509120967
"cd14.monocytes487",168.171156280133,-27.731637162402
"cd14.monocytes2184",179.073459058971,-13.2803591791713
"cd14.monocytes2601",189.687662922663,-12.1877972825335
"cd14.monocytes387",170.473736189415,-54.1480912744023
"cd14.monocytes2233",192.687432557206,-26.9288281212108
"cd14.monocytes1797",186.916448264941,-26.301051410207
"cd14.monocytes1144",180.310004084319,-41.531403070941
"cd14.monocytes818",183.959986296541,-18.2886313077503
"cd14.monocytes364",147.277137181331,-3.06232774481417
"cd14.monocytes376",197.056247118292,-6.00171988715713
"cd14.monocytes1349",189.573242433042,-28.6484972756892
"cd14.monocytes1505",196.35574534996,-16.7498123872695
"cd14.monocytes2430",192.279868357401,-35.9660575449611
"cd14.monocytes1137",200.737842227358,-21.0548792141057
"cd14.monocytes874",202.966427578538,-23.7573411311556
"cd14.monocytes1811",183.055352770848,-40.5655957765777
"cd14.monocytes511",169.620743750459,-45.4593988870801
"cd14.monocytes2218",122.260575406083,58.060728542375
"cd14.monocytes721",141.780030164451,20.0226858952535
"cd14.monocytes1956",191.319821241241,-40.1078812541489
"cd14.monocytes494",180.28955230775,-28.5017778629862
"cd14.monocytes560",179.038692720324,-38.9526870311458
"cd14.monocytes738",176.777393577727,-38.7425298427048
"cd14.monocytes1276",159.175880760494,21.8142380871116
"cd14.monocytes1422",175.830215316271,-26.0065083585539
"cd14.monocytes2114",175.066343762238,-26.161681506815
"cd14.monocytes1585",180.092781605602,-37.8102452852021
"cd14.monocytes2017",177.864651068022,-19.059425557487
"cd14.monocytes1229",157.414026294698,24.8374335154227
"cd14.monocytes130",168.796107184271,-49.0855110586854
"cd14.monocytes566",179.65302848765,-38.3439799099147
"cd14.monocytes1895",179.665437615181,-29.1724874194674
"cd14.monocytes2281",183.997602028166,-22.3816963503631
"cd14.monocytes839",180.993005583874,-50.0138258292497
"cd14.monocytes2451",195.970970619876,-8.55314149503956
"cd14.monocytes608",181.73396560209,-43.260030694901
"cd14.monocytes1100",190.568896825881,-8.11864018170332
"cd14.monocytes309",189.380393875145,-16.2482406747575
"cd14.monocytes2248",177.303650913915,-46.7412625447203
"cd14.monocytes861",187.620028991939,-24.9950514240533
"cd14.monocytes2159",28.513076441002,78.1299632591227
"cd14.monocytes1719",188.310580204389,-19.9981366004358
"cd14.monocytes2482",178.028722397209,-12.5028133149817
"cd14.monocytes2104",184.241202868125,-27.6251983010777
"cd14.monocytes2173",184.646746679364,-17.5039977856532
"cd14.monocytes1263",194.239265210166,-47.6752636987504
"cd14.monocytes606",177.030116433516,-34.7279324759508
"cd14.monocytes1070",170.874915790109,-30.5747726644011
"cd14.monocytes197",189.816545256418,-21.6916568559548
"cd14.monocytes954",188.845266648225,-33.3101260033861
"cd14.monocytes531",174.786375017364,-12.038280923389
"cd14.monocytes1883",190.316713183451,-25.1082661736433
"cd14.monocytes2160",6.9544637958556,108.748441647034
"cd14.monocytes317",195.40367056869,-15.9862023856396
"cd14.monocytes2455",183.313376289828,-28.2530403301207
"cd14.monocytes2346",179.440460083537,-31.151819540308
"cd14.monocytes1118",109.830712208692,27.5033192819155
"cd14.monocytes1915",187.138743126234,-23.2504718569122
"cd14.monocytes358",186.401514406946,-30.175665231958
"cd14.monocytes1935",178.78392866759,-32.3234778526121
"cd14.monocytes2545",182.044276041164,-12.6317346014326
"cd14.monocytes2378",186.861719110566,-43.0734207168798
"cd14.monocytes155",186.165367252142,-26.1079365355572
"cd14.monocytes277",171.591299129054,-37.6224334619723
"cd14.monocytes1076",176.706864651744,-27.9941588616908
"cd14.monocytes464",192.870644104225,-21.6570374070555
"cd14.monocytes1574",170.345919955593,-37.473547985495
"cd14.monocytes2269",178.362083689646,-40.7697014049028
"cd14.monocytes2203",176.402305247472,-25.1492934138962
"cd14.monocytes168",182.629767337369,-30.6582755493893
"cd14.monocytes253",188.229670660946,-13.5809308181829
"cd14.monocytes1160",175.818799594255,-42.6852116657221
"cd14.monocytes2219",166.596250646724,-36.8716232825325
"cd14.monocytes1998",161.947524357195,-43.1474778598124
"cd14.monocytes150",179.235550858129,-29.9030985281616
"cd14.monocytes17",173.44125112024,-33.7320875046376
"cd14.monocytes196",181.818992866904,-8.05197254257822
"cd14.monocytes1740",152.692541123912,9.48072253406594
"cd14.monocytes505",181.439784411776,-17.5382725331878
"cd14.monocytes941",174.490699110345,-36.0116867186743
"cd14.monocytes1498",194.019548098485,-20.4349078652975
"cd14.monocytes495",181.510769673834,-42.1697791709527
"cd14.monocytes2499",177.637354580935,-20.661387647849
"cd14.monocytes1743",187.497888210809,-32.2433950979578
"cd14.monocytes636",173.641812781358,-31.2953643358009
"cd14.monocytes1657",174.501839195013,-25.2810587166521
"cd14.monocytes2557",169.888278081653,-22.1352699394114
"cd14.monocytes1202",187.249218367512,-26.0233897956202
"cd14.monocytes2270",127.584222384191,100.328034814458
"cd14.monocytes2364",193.810889817081,-40.0871455342618
"cd14.monocytes133",166.757630492413,-39.5472412571145
"cd14.monocytes536",199.405117790625,-19.8172992071106
"cd14.monocytes1416",201.852271774206,-9.93292770404798
"cd14.monocytes118",153.494876696034,9.71809549823168
"cd14.monocytes396",182.500523927009,-24.8642980491856
"cd14.monocytes2158",169.41627949459,-31.6004672779396
"cd14.monocytes131",178.550980012581,-25.3977588969616
"cd14.monocytes2500",190.321260118204,-35.6857752669559
"cd14.monocytes2260",185.241570054087,-20.5514304487275
"cd14.monocytes501",162.1067824941,-41.5285747665784
"cd14.monocytes1762",184.034865701562,-24.1030335636425
"cd14.monocytes35",173.880631043434,-28.3638707434811
"cd14.monocytes1990",168.480770849417,-37.6444530921926
"cd14.monocytes740",190.15963396228,-22.986925977326
"cd14.monocytes1415",180.379115905665,-8.23246098492235
"cd14.monocytes646",179.349911900749,-19.0932043186593
"cd14.monocytes163",184.595558588642,-36.23091118289
"cd14.monocytes178",187.031562734988,-5.71275239627474
"cd14.monocytes1243",164.939280334782,-35.8234857599717
"cd14.monocytes2192",182.364199605071,-17.5444895589505
"cd14.monocytes619",192.107293078755,-19.1452076657737
"cd14.monocytes1786",176.005716053732,-20.4126153112579
"cd14.monocytes2276",174.153095111708,-42.4227824516501
"cd14.monocytes138",191.807919308661,-28.8517719698491
"cd14.monocytes1825",186.254330555064,-18.6078615576445
"cd14.monocytes2606",176.617912165038,-33.6445931423006
"cd14.monocytes2025",203.143432071768,-24.2143100320947
"cd14.monocytes1876",190.529864160915,-3.27725332689524
"cd14.monocytes1673",183.402543355986,-24.1384606525013
"cd14.monocytes2442",185.547564576034,-35.7655668195679
"cd14.monocytes553",168.100216400117,-25.8979292080189
"cd14.monocytes1440",195.913142811621,-23.5947009858869
"cd14.monocytes2310",180.299058812168,-15.3892653930427
"cd14.monocytes1225",187.527441418929,-5.65452374524215
"cd14.monocytes2098",183.676462840636,-13.9542917984239
"cd14.monocytes1607",177.704544323659,-51.1376573453508
"cd14.monocytes2156",178.87321779487,-5.17670977533756
"cd14.monocytes2519",188.872500670567,-16.6948348890562
"cd14.monocytes1098",169.166523438781,-5.22608715416389
"cd14.monocytes2540",173.149546736676,-29.5386666150594
"cd14.monocytes1139",179.488157906224,-8.66125895675736
"cd14.monocytes347",201.072801858665,-19.823127946432
"cd14.monocytes1967",117.457665295431,-44.135971819342
"cd14.monocytes949",173.502935926348,-33.1515162047812
"cd14.monocytes1214",182.18110536159,-48.3185779843248
"cd14.monocytes1220",181.148787850906,-8.8420912766527
"cd14.monocytes2345",164.188809630448,-30.7641877938855
"cd14.monocytes1586",160.674154706008,11.5598613489204
"cd14.monocytes375",178.582128393092,-29.8903661367786
"cd14.monocytes2352",197.777335168682,3.35487373755589
"cd14.monocytes225",179.456630816627,-20.7772016849654
"cd14.monocytes2292",184.472830740013,-22.9225274046241
"cd14.monocytes2047",181.503097697214,-22.178662813811
"cd14.monocytes1578",179.261511963939,-18.7346237298584
"cd14.monocytes903",184.704579709154,-37.9859834203373
"cd14.monocytes2380",178.405628413939,-35.9753703299113
"cd14.monocytes703",193.373438762871,-29.6209153584193
"cd14.monocytes1877",184.633613477273,-25.8119410711502
"cd14.monocytes1267",185.569528163903,-33.4770508278617
"cd14.monocytes2343",179.683855177889,-23.3232599235736
"cd14.monocytes1392",166.029756346648,18.7453648393921
"cd14.monocytes1678",176.679400155344,-33.9418231595072
"cd14.monocytes351",179.610352634567,-37.5250430883797
"cd14.monocytes1462",191.931720169624,-24.0608787449523
"cd14.monocytes2174",195.797079843811,4.41125685609802
"cd14.monocytes1185",184.186001303195,-28.8614195724023
"cd14.monocytes871",184.968128988215,-30.5818717155491
"cd14.monocytes2225",174.279275092673,-49.6995992539673
"cd14.monocytes1912",188.389861655937,-28.1938167246287
"cd14.monocytes1559",186.356044394332,-23.2260159022742
"cd14.monocytes1758",182.957136771586,-20.6126777137853
"cd14.monocytes1134",172.939587342859,-40.4904736092557
"cd14.monocytes1054",174.307681309692,-39.8661984516904
"cd14.monocytes780",184.844285562127,-32.4314450118058
"cd14.monocytes594",187.545681960488,-41.1067896280014
"cd14.monocytes1771",189.0156481064,-8.92007574935573
"cd14.monocytes1572",154.755062223556,42.2494500434434
"cd14.monocytes1807",189.981452627704,-40.969809619502
"cd14.monocytes1468",177.959241971712,-35.9221326573417
"cd14.monocytes1739",178.00333681042,-53.6654250053729
"cd14.monocytes337",178.247034182619,-57.6791597552873
"cd14.monocytes10",181.933395513393,-32.0910519772508
"cd14.monocytes1503",196.776662581592,-25.7929906540381
"cd14.monocytes397",171.255803456413,3.22774369505002
"cd14.monocytes2565",187.978379522878,-7.71695416336895
"cd14.monocytes2154",201.925060413983,-5.19182487844851
"cd14.monocytes2166",183.234777846533,-19.5069198500312
"cd14.monocytes489",177.408965490938,-21.3754497825064
"cd14.monocytes2309",182.993132568477,-46.3006878529868
"cd14.monocytes2473",186.825587924801,-16.6122951295292
"cd14.monocytes1936",200.269725480717,-31.33396414268
"cd14.monocytes2196",196.671574116843,-3.34612248444155
"cd14.monocytes2327",195.067106213452,-20.8223385546725
"cd14.monocytes1850",174.549364614648,-40.9392859875531
"cd14.monocytes2101",184.204122730756,-22.469073242865
"cd14.monocytes510",186.821132788883,-32.6498170936541
"cd14.monocytes1423",176.955235060689,-23.9565210396943
"cd14.monocytes1017",193.591588517321,-32.3333690191543
"cd14.monocytes2392",154.669560493124,4.23059230086205
"cd14.monocytes1353",191.08916247875,-14.9826173118251
"cd14.monocytes800",189.821710986545,-28.9995976949941
"cd14.monocytes2161",163.948441046754,-30.9087844627851
"cd14.monocytes323",179.821012780643,-49.6042780804359
"cd14.monocytes914",175.471560351911,-30.7417122649582
"cd14.monocytes784",189.171571843128,-33.7391973032966
"cd14.monocytes1305",168.136889634008,-44.4444532518764
"cd14.monocytes2471",144.161467064408,23.2682437714427
"cd14.monocytes191",189.16570029216,-24.4497845024728
"cd14.monocytes749",187.066395600229,-28.173305274811
"cd14.monocytes1562",173.840422566228,-53.7727764222737
"cd14.monocytes134",164.248477275898,-50.3026884521443
"cd14.monocytes2323",180.78576835571,-26.6640204668004
"cd14.monocytes1473",186.207029642073,-23.1406096070029
"cd14.monocytes1564",169.638121638406,-31.9597311497814
"cd14.monocytes658",174.92638682223,-50.1143909961928
"cd14.monocytes2301",184.34930638274,-13.0076975032912
"cd14.monocytes365",179.173726793977,-59.3052255428792
"cd14.monocytes2015",188.188436901155,-27.5268827182759
"cd14.monocytes2576",166.184874851657,-34.8821094448471
"cd14.monocytes938",149.558279124916,-20.4274745000289
"cd14.monocytes32",-90.7842009966786,54.8917696226304
"cd14.monocytes1156",182.669254195547,-37.7464231595943
"cd14.monocytes624",180.845951812584,-38.1169941723566
"cd14.monocytes965",195.640105190614,-25.8163212837774
"cd14.monocytes318",159.330548708541,28.1572760274559
"cd14.monocytes1686",176.816961378255,-36.0438441594024
"cd14.monocytes1636",164.024880263121,-42.8797285002106
"cd14.monocytes465",170.724944965647,-26.2938190371753
"cd14.monocytes42",174.811772842211,-37.8599521575494
